ipa,link_copyright,other
c_i107,/zf/index.php/privacy/index/note-legali,Note legali
c_d735,http://www.comunefosdinovo.it/canali_tematici_1/varie/note_legali.aspx,Note Legali
c_a167,/c012072/zf/index.php/privacy/index/note-legali,Note legali
c_f358,http://www.comune.monforte.cn.it/Home/Pagine-del-Comune?ID=5299,Note legali
c_d365,/Il-Comune/Comunicazione/Privacy-e-note-legali,Privacy e note legali
c_d670,index.php?id=31164,Note legali
c_a188,/istituzionale/note-legali-e-privacy-del-sito,Note Legali e Privacy del Sito
c_e962,/index.php?option=com_content&view=article&id=674&Itemid=235,Note legali
c_i412,/zf/index.php/privacy/index/note-legali,Note legali
c_e061,/sezione-informazioni/note-legali,Note legali
c_g699,/index.php?option=com_content&view=article&id=24&Itemid=162,Note Legali
c_b161,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=Bressanvido&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_h096,/zf/index.php/privacy/index/note-legali,Note legali
c_g733,http://www.comune.plataci.cs.it/Home/PaginedelComune/tabid/20161/Default.aspx?ID=1127,Note legali
c_c770,/note-legali/,Note legali
c_f572,http://www.comune.montemurlo.po.it/pagina563_note-legali.html,NOTE LEGALI
c_f122,/note-legali,Note legali
c_f437,http://www.comunemonteargentario.gov.it/informazione-e-comunicazione/note-legali.html,Note Legali
c_b927,http://www.comune.casanovalerrone.sv.it/Home/PaginedelComune/tabid/27376/Default.aspx?ID=1985,Note legali
c_i668,http://www.comuneserri.it/info/notelegali,Note Legali
c_l190,/zf/index.php/privacy/index/note-legali,Note legali
c_c265,http://www.comune.castelsanpietroterme.bo.it/5/210/partecipazione/note-legali-e-privacy,Note legali e Privacy
c_a258,https://www.comune.amatrice.rieti.it/note-legali/,Note Legali
c_g226,http://www.comune.padula.sa.it/?page_id=81,Note legali
c_l939,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=Villadose&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_h429,http://www.comune.roccapia.aq.it/zf/index.php/privacy/index/note-legali,Note Legali
c_f964,http://www.noventavicentina.gov.it/Home/Pagine-del-Comune?ID=3673,Note legali
c_d959,/index.php/note-legali,Note legali
c_h583,http://www.comune.rosta.to.it/note-legali/,Note legali
c_b474,/note-legali/,Note legali
c_i541,/index.php?option=com_content&view=article&id=57&Itemid=204,Note legali
c_e562,/zf/index.php/privacy/index/note-legali,Note legali
c_e098,/it/legal-terms,Note Legali
c_h350,ComuneInformaDettaglio.asp?idcategoria=82,Note Legali
c_h700,/comune/info/legali.html,Note Legali
c_a937,/servizi/Menu/dinamica.aspx?idArea=1265&idCat=1265&ID=1265,Note legali
c_b618,#,Copyright
c_b248,http://www.comunebudoni.gov.it/index.php?id=33,Note legali
c_h645,/servizi/Menu/dinamica.aspx?idSezione=3503&idArea=16714&idCat=18584&ID=18584&TipoElemento=categoria,Note legali
c_a034,/zf/index.php/privacy/index/note-legali,Note legali
c_d236,index.php?action=index&p=10002,Note legali
c_c459,https://www.comune.cene.bg.it/note-legali,Note Legali
c_i054,/zf/index.php/privacy/index/note-legali,Note legali
c_g949,/zf/index.php/privacy/index/note-legali,Note legali
c_e974,http://www.comune.marsala.tp.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/15881,Note Legali
c_f175,/note-legali,Note legali
c_i280,index.php?action=index&p=260,Note legali
c_l082,index.php?id=29315,Note Legali
c_h868,/zf/index.php/privacy/index/note-legali,Note legali
c_c377,/index.php?option=com_content&view=article&id=1046&Itemid=297,Note legali
c_d518,../sa/sa_p_testo.php?idservizio=10013,Note Legali
c_c727,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_b835,/zf/index.php/privacy/index/note-legali,Note legali
c_m369,../../servizi/Menu/dinamica.aspx?idSezione=3503&idArea=16888&idCat=16888&ID=16888&TipoElemento=area,Note Legali
c_l981,#,note legali
c_e309,/zf/index.php/privacy/index/note-legali,Note legali
c_b423,/index.php/note-legali,Note legali
c_g621,../sa/sa_p_testo.php?idservizio=10001,Note legali
c_f899,http://www.comune.niscemi.cl.it/note-legali/,Note legali
c_g271,http://www.comune.palena.ch.it/note-legali/,Note legali
c_h184,/zf/index.php/privacy/index/note-legali,Note legali
c_f030,index.php?page=legal,Note Legali
c_c398,https://www.comune.cavezzo.mo.it/note-legali/,Note legali
c_f460,/note-legali/,Note legali
c_h887,/servizi/Menu/dinamica.aspx?ID=16888,Note legali
c_e165,http://www.comune.gressan.ao.it/note-legali/,Note legali
c_a825,https://comune.besnate.va.it/note-legali,Note legali
c_c818,/zf/index.php/privacy/index/note-legali,Note legali
c_h307,/s/content/85028/1552506374.2279,Note Legali
c_l344,/zf/index.php/privacy/index/note-legali,Note legali
c_e866,/L-amministrazione/Comunicazione/Privacy-e-note-legali,Privacy e note legali
c_d774,http://www.comune.frascineto.cs.it/Home/PaginedelComune/tabid/25407/Default.aspx?ID=1280,Note legali
c_f749,/note-legali/,Note legali
c_a126,/note-legali,Note legali
c_a433,http://www.comune.arpino.fr.it/note-legali/,Note legali
c_e889,index.php?id=49,Note legali
c_i453,/zf/index.php/privacy/index/note-legali,Note legali
c_e020,https://www.comune.giaveno.to.it/note-legali/,Note legali
c_h612,/Informazioni/Note-legali,Note legali
c_a960,http://www.comune.bonarcado.or.it/index.php/tzente/evento/17,ELENCO DI NOLEGGIATORI  TITOLARI DI LICENZA DI NCC OPERANTI PRESSO IL COMUNE  DI BONARCADO
c_h235,/note-legali-e-privacy/,Note Legali
c_e407,/note-legali-e-privacy/,Note Legali
c_c880,#,Note Legali
c_b792,/sezione-informazioni/note-legali,Note legali
c_d216,/c003058/zf/index.php/privacy/index/note-legali,Note legali
c_f381,/zf/index.php/privacy/index/note-legali,Note legali
c_c479,http://www.comune.ceprano.fr.it/pagina39_note-legali.html,Note legali
c_a444,/zf/index.php/privacy/index/note-legali,Note legali
c_c183,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_c496,2013/privacy_note/Note%20Legali.pdf,Note legali
c_l299,/note-legali,Note Legali
c_l333,http://www.traregoviggiona.com/pagina.asp?ID=78&pagina=note-legali,Note Legali
c_e811,/c066053/zf/index.php/privacy/index/note-legali,Note legali
c_i131,/index.php?option=com_content&view=article&id=128&Itemid=209,Note Legali
c_m172,/note-legali/,Note Legali
c_e542,/zf/index.php/privacy/index/note-legali,Note legali
c_a852,https://www.comune.bibbona.li.it/note-legali/,Note legali
c_h720,/note-legali,Note Legali
c_f417,/note-legali,Note legali
c_b907,#,Note Legali
c_a782,http://www.comune.benevello.cn.it/PaginedelComune/tabid/13281/Default.aspx?ID=895,Note legali
c_i648,index.php?action=index&p=277,note legali
c_g206,/note-legali,Note legali
c_l919,http://www.comune.villacarcina.bs.it/index.php?option=com_content&task=view&id=64&Itemid=76,Note Legali
c_h409,/index.php/note-legali,Note legali
c_g656,/Comune/Comunicazione/Privacy-e-note-legali,Privacy e note legali
c_f944,/c108035/zf/index.php/privacy/index/note-legali,Note legali
c_h059,http://www.comune.priero.cn.it/PaginedelComune/tabid/11405/Default.aspx?ID=957,Note legali
c_e391,/note-legali,Note legali
c_e684,?q=node/705,Note Legali
c_b141,/index.php?option=com_content&view=article&id=563&Itemid=94,Note legali
c_ca,/note-legali.html,Note Legali
c_g713,/1550/note-legali,note legali
c_f801,/index.php/note-legali,Note Legali
c_c750,http://www.comune.cittasantangelo.pe.it/note-legali-2/,Note Legali
c_b842,http://www.comune.carsoli.aq.it/pagina309_note-legali.html,Note Legali
c_f552,/note-legali/,Note legali
c_c300,/zf/index.php/privacy/index/note-legali,Note legali
c_f102,http://www.comune.meleti.lo.it/note_legali.html,Note Legali
c_l221,/zf/index.php/privacy/index/note-legali,Note legali
c_e903,http://www.comune.maracalagonis.ca.it/index.php/tzente/noteLegali,Note Legali
c_i023,http://www.comune.sanmassimo.cb.it/terms/,Note legali
c_l671,/zf/index.php/privacy/index/note-legali,Note legali
c_c584,index.php?action=index&p=1177,Note Legali
c_g894,http://www.comune.portacomaro.at.it/Home/Pagine-del-Comune?ID=5811,Note legali
c_a043,index.php?action=index&p=10002,Note legali
c_f786,note_legali.aspx,Note Legali | Copyright
c_b395,http://www.comune.calcio.bg.it/sites/default/files/media/NOTELEGALI.pdf,Note Legali
c_e450,index.php?action=index&p=476,Note legali
c_a940,http://comune.bollate.mi.it/note-legali/,Note legali
c_g482,/internet/index.php?codice=125,Note legali
c_i865,/note-legali,NOTE LEGALI
c_c992,/zf/index.php/privacy/index/note-legali,Note legali
c_e145,/zf/index.php/privacy/index/note-legali,Note legali
c_g178,/index.php?id=1454,Note legali
c_a805,http://www.comune.bernezzo.cn.it/Home/Pagine-del-Comune?ID=4989,Note legali
c_h327,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=RivamonteAgordino&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_m125,/zf/index.php/privacy/index/note-legali,Note legali
c_g528,http://www.comune.pezzana.vc.it/Home/PaginedelComune/tabid/29655/Default.aspx?ID=2138,Note legali
c_i166,/note-legali.html,Note legali
c_l364,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=Tregnago&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_d754,/index.php/note-legali,Note legali
c_l734,/zf/index.php/privacy/index/note-legali,Note legali
c_d304,index.php?action=index&p=396,Note legali
c_g601,/c054040/zf/index.php/privacy/index/note-legali,Note legali
c_d187,http://www.comune.crova.vc.it/Home/Pagine-del-Comune?ID=5204,Note legali
c_f440,/note-legali,Note legali
c_d168,http://www.comune.crevoladossola.vb.it/Home/Pagine-del-Comune?ID=5547,Note legali
c_l558,http://www.comune.valdieri.cn.it/Home/Pagine-del-Comune?ID=5952,Note legali
c_h848,http://www.comune.aglientu.ot.it/index.php/info/notelegali,Note legali
c_c357,/retecivica-citta-di-cattolica/content/note-legali,Note Legali
c_d538,/index.php/prova,Note legali
c_c707,spip.php?article16764,Note legali
c_m349,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_b546,/zf/index.php/privacy/index/note-legali,Note legali
c_e283,http://www.comune.ilbono.og.it/note-legali,Note legali
c_h274,https://www.comune.riccione.rn.it/comunicati-stampa/Note-legali,Note legali
c_g181,http://www.comunediossona.it/note-legali/,Note legali
c_a956,/zf/index.php/privacy/index/note-legali,Note legali
c_b229,http://www.comune.brusnengo.bi.it/PaginedelComune/tabid/4610/Default.aspx?ID=837,Note legali
c_a055,https://www.comune.adelfia.gov.it/note-legali/,Note Legali
c_l667,/index.php/note-legali,Note Legali
c_m3330,/zf/index.php/privacy/index/note-legali,Note legali
c_d607,https://www.comune.fiorano-modenese.mo.it/footer/note-legali,Note legali
c_e915,http://www.comune.maranoprincipato.cs.it/Home/Pagine-del-Comune?ID=2213,Note legali
c_l237,/note-legali,Note legali
c_l722,/note-legali.html,Note Legali
c_a110,/index.php?option=com_content&view=article&id=98&Itemid=11,Note legali
c_d742,/servizi/Menu/dinamica.aspx?idArea=35355&idCat=35355&ID=35355,note legali
c_e850,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_m133,https://www.comune.volvera.to.it/note-legali/,Note legali
c_i873,/note-legali,Note Legali e Privacy Policy
c_g494,/c062050/zf/index.php/servizi-aggiuntivi/index/index/idtesto/25,Note Legali
c_a393,http://www.comune.argenta.fe.it/36/118/il-municipio/redazione-web-note-legali,Redazione Web note legali
c_b946,/zf/index.php/privacy/index/note-legali,Note legali
c_c654,/zf/index.php/privacy/index/note-legali,Note legali
c_i259,/home/info/legali.html,Note legali
c_f006,#,Note legali
c_c204,/servizi/Menu/dinamica.aspx?id=9441,Note legali
c_a239,/?idPlugin=38023&idx=542,Note legali
c_i609,http://www.comune.senis.or.it/index.php/info/notelegali,Note legali
c_d892,/note-legali,Note legali
c_e780,/zf/index.php/privacy/index/note-legali,Note legali
c_h018,/Il-Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_b100,/istituzionale/note-legali-e-privacy-del-sito,Note Legali e Privacy del Sito
c_l737h,/zf/index.php/privacy/index/note-legali,Note legali
c_g302,http://www.comune.pamparato.cn.it/Home/Pagine-del-Comune?ID=5918,Note legali
c_b550,/zf/index.php/privacy/index/note-legali,Note legali
c_f840,/index.php?option=com_content&view=article&id=47&Itemid=91,Note legali
c_c195,/servizi/Menu/dinamica.aspx?ID=16888,note legali
c_d650,/note-legali.html,Note Legali
c_i598,notelegali.aspx,Note Legali
c_i062,/note-legali.html,Note legali
c_a452,/it/?id=585:note-legali&catid=90:amministrazione-trasparente,Note legali
c_d200,#,Note Legali
c_e041,index.php?action=index&p=1061,Note Legali
c_h389,/zf/index.php/privacy/index/note-legali,Note legali
c_h673,http://www.comune.saintoyen.ao.it/Uffici/NoteLegali/tabid/2758/Default.aspx,Note Legali
c_i824,/zf/index.php/privacy/index/note-legali,Note legali
c_e104,/zf/index.php/privacy/index/note-legali,Note legali
c_g093,/zf/index.php/privacy/index/note-legali,Note legali
c_c879,index.php?action=index&p=10002,Note legali
c_a517,https://comunediaviatico.it/note-legali,Note legali
c_f728,/Comune/Comunicazione/Privacy-e-note-legali,Privacy e note legali
c_e807,/zf/index.php/privacy/index/note-legali,Note legali
c_i577,/footer/note_legali.html,Note Legali
c_b442,/note_legali.aspx,Note Legali
c_e387,http://www.comune.jerzu.og.it/index.php/info/notelegali,Note legali
c_f952,https://www.comune.novara.it/it/note-legali,Note legali
c_d596,index.php?action=index&p=10002,Note legali
c_c253,http://www.comune.castelrocchero.at.it/Home/Pagine-del-Comune?ID=2717,Note legali
c_a794,/page%3As_italia%3Asportello.telematico%3Bnote.legali,Note legali
c_b911,/images/note_legali.pdf,Note Legali
c_f114,/ita/notelegali.asp,Note legali
c_c316,/note-legali,note legali
c_h809,../sa/sa_p_testo.php?idservizio=10016,Note Legali
c_f544,/index.php/note-legali,Note Legali
c_d579,http://www.ohsjd.org,Copyright
c_a281,/sezione-informazioni/note-legali,Note legali
c_b854,/zf/index.php/privacy/index/note-legali,Note legali
c_c746,http://www.comune.cittaducale.ri.it/pagina563_note-legali.html,Note legali
c_m308,http://www.comune.cavallinotreporti.ve.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/16,Note Legali
c_e738,/istituzionale/note-legali-e-privacy,Note legali e privacy
c_b507,http://www.comune.campi-bisenzio.fi.it/flex/cm/pages/ServeBLOB.php/L/IT/IDPagina/8474,Note legali
c_d980,/note-legali,Note legali
c_g142,/c066063/zf/index.php/privacy/index/note-legali,Note legali
c_b710,/index.php/note-legali,Note Legali
c_c551,/portal/note-legali,Note legali
c_f616,https://www.comunedimontesanbiagio.it/notelegali,Note Legali
c_g904,/servizi/Menu/dinamica.aspx?ID=16888,Note legali
c_e939,/ita/notelegali.asp,Note legali
c_l923tr,https://www.comune.roccafranca.bs.it/amministrazione/comunichiamo/note-legali,Note Legali
c_a429,note-legali.html,Note legali
c_c414,/note-legali,Note legali
c_c044,/note-legali,Note legali
c_e893,http://www.comune.mansue.tv.it/note-legali.html,note legali
c_i449,/note-legali.html,Note Legali
c_g007,/note_legali.asp?a=19&b=0,Note Legali
c_h608,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=RovereVeronese&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_h258,/c010048/zf/index.php/privacy/index/note-legali,Note legali
c_c697,index.php?action=index&p=284,Note Legali
c_l562,/note-legali,Note legali
c_h872,/zf/index.php/privacy/index/note-legali,Note legali
c_d502,/zf/index.php/privacy/index/note-legali,Note legali
c_a700,index.php?id=24514,Note legali
c_d851,/sezione-informazioni/note-legali,Note legali
c_b086,/index.php?option=com_content&view=article&id=386&Itemid=188,Note Legali
c_e743,/zf/index.php/privacy/index/note-legali,Note legali
c_e313,/note-legali,Note Legali
c_l831,http://www.comune.viano.re.it/Sezione.jsp?idSezione=796,NOTE LEGALI
c_h521,notelegali.aspx,Note Legali
c_h034,/servizi/Menu/dinamica.aspx?ID=16888,Note legali
c_f929,/L-amministrazione/Comunicazione/Privacy-e-note-legali,Privacy e note legali
c_e606,/lipari/zf/../zf/index.php/trasparenza/index/index/categoria/73?x=eb6358df22f8c7023d731d31388f53fb&amp;x=,Note Legali
c_g791,http://www.comune.polistena.rc.it/pagina606_note-legali.html,Note legali
c_b069,/nqcontent.cfm?a_id=15348&tt=bosaro,Note legali
c_e256,pagine/note-legali-000,Note legali
c_b593,navigazione.php?idMenu=83&idNotizia=36,NOTE LEGALI
c_l974,/index.php/note-legali,Note Legali
c_i625,/pag/7/,Note Legali
c_c228,/c098013/zf/index.php/privacy/index/note-legali,Note legali
c_a215,/note_legali.aspx,Note Legali
c_l427,/ita/notelegali.asp,Note legali
c_i275,/comune/info/legali.html,Note Legali
c_c678,notelegali.aspx,Note Legali
c_a645,../ev/hh_anteprima_argomento_home.php?idservizio=10010&idtesto=39,Note legali
c_c382,notelegali.aspx,Note Legali
c_d693,/c062032/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20010,Note legali
c_c156,noteLegali.php,Note Legali
c_f704,/it/utilita/note-legali/,Note legali
c_g816,/c020043/zf/index.php/privacy/index/note-legali,Note legali
c_c506,/servizi/Menu/dinamica.aspx?idSezione=3503&idArea=16888&idCat=16888&ID=16888&TipoElemento=area,Note legali
c_e578,#,Note legali
c_gect,http://euro-go.eu/it/informativa-privacy-e-cookie/,Note legali e Privacy
c_g115,/comune/info/legali.html,Note Legali
c_e128,/zf/index.php/privacy/index/note-legali,Note legali
c_i808,Notelegali.php,Note Legali
c_b602,http://www.comune.canicatti.ag.it/note-legali,Note Legali
c_c910,/zf/index.php/privacy/index/note-legali,Note legali
c_c013,../../servizi/Menu/dinamica.aspx?idSezione=18971&idArea=18973&idCat=16888&ID=16888&TipoElemento=categoria,Note Legali
c_g953,dettaglio.aspx?id=25c22acb0e311ebda518a28fe4813dc2,Note legali
c_g379,/it/note-legali,Note legali
c_l866,/zf/index.php/privacy/index/note-legali,Note legali
c_m324,http://www.comune.poggiotorriana.rn.it/../note-legali,Note legali
c_i367,http://www.santostefanobelbo.it/Home/Pagine-del-Comune?ID=5062,Note legali
c_a757,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=Belluno&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_d555,pagina.asp?IDpag=164&idbox=53&idvocebox=227,Note Legali
c_f138,/index.php?option=com_content&view=article&id=160&Itemid=160,Note legali
c_d105,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=CostaRovigo&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_l535,/note-legali,Note legali
c_d410,http://www.comune.entracque.cn.it/Home/Pagine-del-Comune?ID=5943,Note legali
c_l020,/servizi/Menu/dinamica.aspx?idSezione=33930&idArea=33932&idCat=33932&ID=33932&TipoElemento=area,Note legali
c_d040,/note-legali,Note legali
c_c785,/zf/index.php/privacy/index/note-legali,Note legali
c_l470,/opencms/home/Note-legali/index.html,Note legali
c_i388,/index.php/it/note-legali,Note Legali
c_a242,/zf/index.php/privacy/index/note-legali,Note legali
c_f587,/web/guest/note-legali,Note legali
c_e201,/smista.php?IDCategoria=1441&IDCategoriaMadre=415,Note legali
c_b194,/zf/index.php/privacy/index/note-legali,Note legali
c_e651,https://www.comune.lodivecchio.lo.it/pagina563_note-legali.html,Note legali
c_m261,castro/zf/index.php/servizi-aggiuntivi/index/index/idtesto/14,Note legali
c_h063,/index.php/note-legali,Note legali
c_e094,/pubblicazioni/Informazioni/Informazioni.asp?ID_M=665&ID_MacroMenu=1,Note Legali
c_c510,/servizi/Menu/dinamica.aspx?id=2466,Note legali
c_g800,http://www.comune.polonghera.cn.it/Home/Pagine-del-Comune?ID=2374,Note legali
c_f712,http://www.morbegno.gov.it/note%20legali,Note legali
c_e997,index.php?action=index&p=392,Note Legali
c_d685,/comune/servizi-e-uffici/ufficio-anagrafe/caccia-pesca-e-funghi/licenza-di-pesca-di-tipo-b,Licenza di pesca di tipo B
c_a487,https://comune.atrani.sa.it/note-legali,Note legali
c_f342,http://www.comune.moncrivello.vc.it/Home/Pagine-del-Comune?ID=5281,Note legali
c_g945,/zf/index.php/privacy/index/note-legali,Note legali
c_f657,/index.php/note-legali,Note legali
c_a192,/it/linkveloci/note-legali/,Note legali
c_d390,#,Note Legali
c_f207,index.php?action=index&p=759,Note Legali
c_a891,notelegali.aspx,Note Legali
c_e581,/index.php/note-legali,Note legali
c_g416,/c041041/zf/index.php/privacy/index/note-legali,Note legali
c_f290ds,http://www.comune.moliniditriora.im.it/Home/Pagine-del-Comune?ID=4627,Note legali
c_h219,http://www.comune.refrancore.at.it/Home/Pagine-del-Comune?ID=5765,Note legali
c_d113,http://www.comune.costanzana.vc.it/Home/PaginedelComune/tabid/29354/Default.aspx?ID=2110,Note legali
c_h999,index.php?id=36822,Note legali
c_c286,/p/3430/note-legali.aspx,Note Legali
c_d543,http://www.ferno.gov.it/note-legali/,Note legali
c_f084,#,Note Legali
c_l489,http://www.comune.ulassai.og.it/index.php/info/notelegali,Note legali
c_d810,https://www.comune.frosinone.it/pagina162_note-legali.html,Note legali
c_h130,/pagine/note-legali,Note legali
c_f987,/it/note-legali/,Note legali
c_h560,/pubblicazioni/Informazioni/Informazioni.asp?ID_M=553,Note Legali
c_b182,/zf/index.php/privacy/index/note-legali,Note legali
c_e647,http://www.comune.lode.nu.it/index.php/info/notelegali,Note legali
c_b028,/note-legali,Note legali
c_h425,/c068034/zf/index.php/privacy/index/note-legali,Note legali
c_f591,http://www.monteprandone.gov.it/note-legali/,Note Legali
c_h976,amministrazione-trasparente/note-legali/note-legali.htm,Note Legali
c_l466,/,Note Legali
c_a604,/index.php/note-legali,Note Legali
c_c639,https://www.comune.chiomonte.to.it/note-legali/,Note legali
c_i234,/images/Dati/Documenti/Note%20Legali.pdf,Note legali
c_f315,http://www.comune.mombelloditorino.to.it/Home/Pagine-del-Comune?ID=4200,Note legali
c_d328,note_legali.htm,Note Legali
c_c117,/zf/index.php/privacy/index/note-legali,Note legali
c_f745,index.php?option=com_content&view=article&id=99:note-legali&catid=2:non-categorizzato&Itemid=344,Note Legali
c_l348,http://www.comune.travo.pc.it/../sa/sa_p_testo.php?idservizio=10037&x=249f2984c59f413c31836a228724ab8c,Licenza di pesca
c_c547,http://www.comune.cervasca.cn.it/Home/Pagine-del-Comune?ID=5054,Note legali
c_e539,http://www.comune.lequiotanaro.cn.it/Home/Pagine-del-Comune?ID=5926,Note legali
c_g504,/c019070/zf/index.php/privacy/index/note-legali,Note legali
c_b706,index.php?action=index&p=10002,Note legali
c_a983,/index.php?id=4797,Note Legali
c_g154,http://www.comune.osidda.nu.it/index.php/info/notelegali,Note legali
c_i849,https://www.comune.soresina.cr.it/note-legali,Note Legali
c_e493,/note-legali,Note Legali
c_c951,/servizi/Menu/dinamica.aspx?idSezione=3503&idArea=16888&idCat=16888&ID=16888&TipoElemento=area,Note legali
c_g011,http://www.ogliastrocilento.gov.it/Note-Legali,Note Legali
c_1k21,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_e885,trsp/notelegali.htm,Note legali
c_c052,/pubblicazioni/Informazioni_A/Informazioni_A_Elenco.asp?ID_M=772&ID_MacroMenu=1,Note legali
c_f250,#,Note legali
c_f600,/zf/index.php/privacy/index/note-legali,Note legali
c_l827,https://www.comune.viadanica.bg.it/index.php/note-legali,Note Legali
c_e305,/index.php/note-legali,Note legali
c_g292,/index.php?option=com_content&view=article&id=128&Itemid=376,Note Legali
c_m365,/Comune/Comunicazione/Privacy-e-note-legali/Note-legali,Note legali
c_g768,/zf/index.php/privacy/index/note-legali,Note legali
c_a716,http://www.comune.battifollo.cn.it/PaginedelComune/tabid/4925/Default.aspx?ID=931,Note legali
c_i326,http://www.comune.santemarie.aq.it/pagina624_note-legali.html,Note legali
c_l124,index.php?action=index&p=340,Note legali
c_f529,/zf/index.php/privacy/index/note-legali,Note legali
c_a346,index.php?id=24600,Note legali
c_c681,http://www.comune.ciglie.cn.it/Home/PaginedelComune/tabid/27807/Default.aspx?ID=2016,Note legali
c_l061,/note-legali.html,Note legali
c_i799,http://www.comunesolesino.it/note-legali-0,Note Legali
c_c394,/index.php/note-legali,Note legali
c_d451,/index.php/note-legali,Note Legali
c_i633,/note-legali,Note legali
c_e240,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=GuardaVeneta&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_g787,https://www.comune.polignanoamare.ba.it/web/guest/note-legali,Note legali
c_f895,http://www.comune.niellatanaro.cn.it/Home/Pagine-del-Comune?ID=2695,Note legali
c_h472,http://www.comune.roddi.cn.it/Home/Pagine-del-Comune?ID=5317,Note legali
c_e610,https://www.comune.liscate.mi.it/note-legali/,Note Legali
c_h022,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=Preganziol&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_d773,http://www.comune.frascati.rm.it/pagina606_note-legali.html,Note legali
c_a571,/86-lamministrazione/ufficio-informatico/informazioni4/339-norme-e-condizioni-duso-del-portale,Note Legali
c_a121,/myportal-servlet-container/search-getpage?template=/regioneveneto/myportal/hierarchicalLifts&type=rve:html-generico&ente=AlanoPiave&scheda=noteLegali&nodeName=NoteLegali.html&source=ALFRESCO&area=Amministrazione,Note Legali
c_a988,http://www.comune.boretto.re.it/note-legali/,Note Legali
c_e498,index.php?action=index&p=284,Note Legali
c_m102,https://unioneaddetta.mi.gov.it/note-legali/,Note legali
c_i907,/index.php/note-legali,Note Legali
c_h615,/servizi/Menu/dinamica.aspx?idSezione=3503&idArea=16888&idCat=16888&ID=16888&TipoElemento=area,Note legali
c_e027,http://www.comune.giffonivallepiana.sa.it/?page_id=3,Note legali
c_m417,http://www.comune.valdilana.bi.it/Home/Pagine-del-Comune?ID=5084,Note legali
c_b648,/service-menu/note-legali/,Note legali
c_c409,/zf/index.php/privacy/index/note-legali,Note legali
c_g919,/note-legali/,Note legali
c_e924,/zf/index.php/privacy/index/note-legali,Note legali
c_a064,/index.php?option=com_content&view=article&layout=edit&id=157&Itemid=101,Note legali
c_c059,/note-legali.html,Note legali
c_d266,/zf/index.php/privacy/index/note-legali,Note legali
c_l986,/index.php/91-footer/361-note-legali,Note legali
c_b131,/zf/index.php/privacy/index/note-legali,Note legali
c_g333,/index.php/altro/note-legali,Note Legali
c_f488,http://www.gnu.org/licenses/gpl-2.0.html,licenza GNU/GPL.
c_l085,/zf/index.php/privacy/index/note-legali,Note legali
c_b832,http://web.comune.carrara.ms.it/pagina563_note-legali.html,Note legali
c_f522,/zf/index.php/privacy/index/note-legali,Note legali
c_c665,https://www.comune.chivasso.to.it/it/page/copyright,Copyright ©
c_a658,/c010003/zf/index.php/servizi-aggiuntivi/index/index/idtesto/20014,Note Legali
c_b977,/zf/index.php/privacy/index/note-legali,Note legali
c_g626,https://www.comune.pietraroja.bn.it/note-legali/,Note Legali
c_f934,http://www.comune.norbello.or.it/index.php/info/notelegali,Note legali
