cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili
c_a273,Comune di Andalo Valtellino,Andalo Valtellino,Girolo,Juri,23014,SO,Lombardia,http://www.comune.andalovaltellino.so.it,Piazza Beato Giovanni Battista Scalabrini 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00104380142,protocollo.andalo@cert.provincia.so.it,pec,amministrazione@comune.andalovaltellino.so.it,altro,,,,,,,,,,,0
c_a274,Comune di Andalo,Andalo,Maurizio,Tanel,38010,TN,Trentino Alto Adige,http://www.comune.andalo.tn.it,"Piazza Centrale, 1",Segretario comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00319630224,segreteria@pec.comune.andalo.tn.it,pec,info@comune.andalo.tn.it,altro,,,,,,,,,,,0
c_a275,Comune di Andezeno,Andezeno,Emanuelita,Nosengo,10020,TO,Piemonte,http://www.comune.andezeno.to.it,"Piazza Italia, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,90003860013,comune.andezeno.to@legalmail.it,pec,protocollo@comune.andezeno.to.it,altro,,,,,,,,,,,0
c_a278,Comune di Andora,Andora,Mauro,Demichelis,17051,SV,Liguria,http://www.comune.andora.sv.it,"Via Cavour, 94",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00135420099,protocollo@cert.comunediandora.it,pec,protocollo@comunediandora.it,altro,,,,,,,,,,,0
c_a280,Comune di Andorno Micca,Andorno Micca,DAVIDE,CROVELLA,13811,BI,Piemonte,http://www.comune.andornomicca.bi.it,Piazza Unita'  D' Italia N. 1,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00335290029,andorno.micca@pec.ptbiellese.it,pec,,,,,,,,,,,,,0
c_a281,Comune di Andrano,Andrano,Mario,Accoto,73032,LE,Puglia,http://www.comune.andrano.le.it,Via Michelangelo 25,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81002750750,protocollo.comune.andrano@pec.rupar.puglia.it,pec,segreteria@comune.andrano.le.it,altro,,,,,,,,,,,0
c_a282,Comune di Andrate,Andrate,Enrico,Bovo,10010,TO,Piemonte,http://comune.andrate.to.it,"Via Della Parrocchia, 18",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84003370016,andrate@cert.ruparpiemonte.it,pec,andrate@ruparpiemonte.it,altro,,,,,,,,,,,0
c_a283,Comune di Andreis,Andreis,Romero,ALZETTA,33080,PN,Friuli Venezia Giulia,http://www.comune.andreis.pn.it,"Via Gabriele D'Annunzio, 42",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000570937,comune.andreis@certgov.fvg.it,pec,segreteria@comune.andreis.pn.it,altro,,,,,,,,,,,0
c_a284,Comune di Andretta,Andretta,Angelantonio,Caruso,83040,AV,Campania,http://www.comune.andretta.av.it,"Via Liberta', 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000670644,comune.andretta@asmepec.it,pec,ragioneria.andretta@asmepec.it,pec,,,,,,,,,,,0
c_a285,Comune di Andria,Andria,Gaetano,Tufariello,76123,BT,Puglia,http://www.comune.andria.bt.it,"Piazza Umberto I, 1",Commissario Straordinario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001210723,protocollo@cert.comune.andria.bt.it,pec,,,,,,,,,,,,,0
c_a286,Comune di Andriano,Andriano,Roland,Danay,39010,BZ,Trentino Alto Adige,http://www.gemeinde.andrian.bz.it,"Via Wehrburg, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00406670216,andrian.andriano@legalmail.it,pec,info@gemeinde.andrian.bz.it,altro,,,,,,,,,,,0
c_a287,Comune di Anela,Anela,ANTONIO DAMIANO,MULAS,7010,SS,Sardegna,http://www.comune.anela.ss.it,Via Roma,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00237220900,protocolloanela@legpec.it,pec,finanze@comune.anela.ss.it,altro,,,,,,,,,,,1
c_a288,Comune di Anfo,Anfo,Gianpietro,Mabellini,25070,BS,Lombardia,http://www.comune.anfo.bs.it,"Via Suor Irene Stefani, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00811700178,protocollo@pec.comune.anfo.bs.it,pec,info@comune.anfo.bs.it,altro,,,,,,,,,,,0
c_a290,Comune di Angera,Angera,Laura,Molinari,21021,VA,Lombardia,http://www.comune.angera.va.it,"Piazza Garibaldi, 14",Responsabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00338310121,comune.angera@pec.regione.lombardia.it,pec,pec.ragioneria.angera@legalmail.it,pec,pec.anagrafe.angera@legalmail.it,pec,segreteria@comune.angera.it,altro,,,,,https://www.youtube.com/watch?v=NI3_p5q3X2c&feature=youtu.be,,1
c_a291,Comune di Anghiari,Anghiari,Carlo,Leonardi,52031,AR,Toscana,http://www.comune.anghiari.ar.it,"Piazza Del Popolo, 9",Responsabile del servizio finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00192250512,comune.anghiari.ar@postacert.toscana.it,pec,c.leonardi@comune.anghiari.ar.it,altro,ragioneria@comune.anghiari.ar.it,altro,,,,,,,,,0
c_a292,Comune di Angiari,Angiari,Rosario,Naddeo,37050,VR,Veneto,http://www.comune.angiari.vr.it,Piazza Municipio N. 441,Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82003290234,protocollo.angiari@legalmail.it,pec,segreteria@comune.angiari.vr.it,altro,,,,,,,,,,,0
c_a293,Comune di Angolo Terme,Angolo Terme,Laura,Cortesi,25040,BS,Lombardia,http://www.comune.angolo-terme.bs.it,Via R. Elena 53,Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00852900174,protocollo@pec.comune.angolo-terme.bs.it,pec,,,,,,,,,,,,,0
c_a294,Comune di Angri,Angri,Cosimo,Ferraioli,84012,SA,Campania,http://www.angri.gov.it,"Piazza Crocifisso, 23",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00555190651,comune.angri@legalmail.it,pec,fortunato.rosolia@comune.angri.sa.it,altro,,,,,,,http://www.facebook.com/comune.diangri,,,,0
c_a295,Comune di Angrogna,Angrogna,Mario,Malan,10060,TO,Piemonte,http://comune.angrogna.to.gov.it,Piazza Roma 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,01451180010,angrogna@cert.ruparpiemonte.it,pec,ragioneria@comune.angrogna.to.gov.it,altro,segreteria@comune.angrogna.to.gov.it,altro,,,,,,,,,0
c_a296,Comune di Anguillara Veneta,Anguillara Veneta,Luigi,Polo,35022,PD,Veneto,http://www.comune.anguillaraveneta.pd.it,"Piazza Alcide De Gasperi, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80012420289,anguillaraveneta.pd@cert.ip-veneto.net,pec,,,,,,,,,,,,,0
c_a299,Comune di Annicco,Annicco,MAURIZIO,FORNASARI,26021,CR,Lombardia,http://www.comune.annicco.cr.it,"Piazza Garibaldi, 6",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00304860190,comune.annicco@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0
c_a300,Comune di Castello di Annone,Castello di Annone,Valter,Valfre',14034,AT,Piemonte,http://www.comune.castellodiannone.at.it,"Piazza Medici Del Vascello, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,92001530051,castello.di.annone@cert.ruparpiemonte.it,pec,,,,,,,,,,,,,0
c_a301,Comune di Annone di Brianza,Annone di Brianza,Patrizio,Sidoti,23841,LC,Lombardia,http://www.comune.annone-di-brianza.lc.it,Via S. Antonio 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00721860138,comune.annonedibrianza@pec.regione.lombardia.it,pec,info@comune.annone-di-brianza.lc.it,altro,annonebrianza@cert.legalmail.it,pec,,,,,,,,,0
c_a303,Comune di Anoia,Anoia,Allessandro,Demarzo,89020,RC,Calabria,http://www.comune.anoia.rc.it,Piazza Cananzi,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00263400806,segreteria.anoia@asmepec.it,pec,,,,,,,,,,,,,0
c_a304,Comune di Antegnate,Antegnate,MARIA ANGELA,RIVA,24051,BG,Lombardia,http://www.comune.antegnate.bg.it,Via Castello 12,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83000250163,info@pec.comune.antegnate.bg.it,pec,protocollo@comune.antegnate.bg.it,altro,,,,,,,,,,,0
c_a305,Comune di Antey-Saint-Andre',Antey-Saint-Andre',Mario,Bertuletti,11020,AO,Valle D'Aosta,http://www.comune.antey-st-andre.ao.it,"Frazione Bourg, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81004320073,protocollo@pec.comune.antey-st-andre.ao.it,pec,info@comune.antey-st-andre.ao.it,altro,,,,,,,https://www.facebook.com/ComuneDiAnteySaintAndre/,,,,0
c_a306,Comune di Anterivo,Anterivo,Gustav,Mattivi,39040,BZ,Trentino Alto Adige,http://www.anterivo.eu,"Piazza Del Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009950215,altrei.anterivo@legalmail.it,pec,info@anterivo.eu,altro,,,,,,,,,,,0
c_a308,Comune di La Magdeleine,La Magdeleine,Edi Emilio,Dujany,11020,AO,Valle D'Aosta,http://www.comune.la-magdeleine.ao.it,"Frazione Clou, 26",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00096590070,protocollo@pec.comune.la-magdeleine.ao.it,pec,,,,,,,,,,,,,0
c_a309,Comune di Anticoli Corrado,Anticoli Corrado,Alessandra,Appodia,22,RM,Lazio,http://www.comune.anticolicorrado.rm.it,Via Giorgio Bertoletti 1,Responsabile Servizio Finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,CAC,S,86001810588,comune.anticolicorrado@pec.it,pec,alessandra.appodia@virgilio.it,altro,comune_anticoli@tiscali.it,altro,,,,,,,,,0
c_a310,Comune di Fiuggi,Fiuggi,Francesco,Tarricone,3014,FR,Lazio,http://www.comune.fiuggi.fr.it/,"Piazza Trento E Trieste, 1",Commissario Prefettizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00127790608,info@pec.comune.fiuggi.fr.it,pec,,,segreteria@comunedifiuggi.it,altro,,,,,,,,,0
c_a312,Comune di Antignano,Antignano,Michela,Bianco,14010,AT,Piemonte,http://www.comune.antignano.at.it,Piazza IV Novembre N. 10,Vice Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00167320050,antignano@cert.ruparpiemonte.it,pec,comune.antignano@pec.it,pec,ragioneria@comune.antignano.at.it,altro,segreteria@comune.antignano.at.it,altro,anagrafe@comune.antignano.at.it,altro,,,,,0
c_a313,Comune di Antillo,Antillo,DAVIDE,PARATORE,98030,ME,Sicilia,http://www.comunediantillo.it,Piazza Maria Ss. Della Provvidenza,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00432870830,comunediantillo@primapec.com,pec,,,,,,,,,,,,,0
c_a314,Comune di Antonimina,Antonimina,Antonio,Condelli,89040,RC,Calabria,http://www.comuneantonimina.it,Via Consalvo,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000170803,rag.antonimina@asmepec.it,pec,ragioneriaantonimina@tiscali.it,altro,,,,,,,,,,,0
c_a315,Comune di Antrodoco,Antrodoco,Alberto,Guerrieri,2013,RI,Lazio,http://www.comunediantrodoco.it,"Corso Roma, 15",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,CA,S,00103110573,comunediantrodoco@legalmail.it,pec,areademograficacomuneantrodoco@pec.it,pec,areacontabilecomuneantrodoco@pec.it,pec,affarigeneralicomuneantrodoco@pec.it,pec,areatecnicaantrodoco@pec.it,pec,,,,,0
c_a317,Comune di Antrona Schieranco,Antrona Schieranco,Claudio,Simona,28841,VB,Piemonte,http://www.comune.antronaschieranco.vb.it,Via Santa Maria n. 3,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83001330030,comune.antronaschieranco.vb@legalmail.it,pec,municipio@comune.antronaschieranco.vb.it,altro,,,,,,,,,,,0
c_a318,Comune di Anversa Degli Abruzzi,Anversa degli Abruzzi,Gianni,Di Cesare,67030,AQ,Abruzzo,http://www.comune.anversa.aq.it/,"Via G. Manso, 5. 67030 Anversa Degli Abruzzi (AQ)",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00161690664,comunedianversa@pec.it,pec,serviziofinanziario@comunedianversa.it,altro,,,,,,,,,,,0
c_a319,Comune di Anzano del Parco,Anzano del Parco,Rinaldo,Meroni,22040,CO,Lombardia,http://www.comune.anzano.co.it,"Piazza Municipio, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00689510139,comune.anzanodelparco@pec.regione.lombardia.it,pec,comune.anzanodelparco@pec.provincia.como.it,pec,,,,,,,,,,,1
c_a320,Comune di Anzano di Puglia,Anzano di Puglia,Paolo,Lavanga,71020,FG,Puglia,http://www.comune.anzanodipuglia.fg.it,Piazza Municipio N. 2,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004840718,protocollo@pec.comune.anzanodipuglia.fg.it,pec,settoreragioneria@pec.comune.anzanodipuglia.fg.it,pec,demografici@pec.comune.anzanodipuglia.fg.it,pec,pm@pec.comune.anzanodipuglia.fg.it,pec,settoretecnico@pec.comune.anzanodipuglia.fg.it,pec,,,,,0
c_a321,Comune di Anzi,Anzi,Piera,Cilibrizzi,85010,PZ,Basilicata,http://www.comune.anzi.pz.it,"Via Fittipaldi, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004460764,comune.anzi@cert.ruparbasilicata.it,pec,,,,,,,,,,,,,0
c_a323,Comune di Anzio,Anzio,CANDIDO,DE ANGELIS,42,RM,Lazio,http://www.comune.anzio.roma.it,"Piazza Cesare Battisti, 25",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82005010580,protocollo.comuneanzio@pec.it,pec,lavoripubblici.comuneanzio@pec.it,pec,segretariogenerale@pec.it,pec,sindaco.comuneanzio@pec.it,pec,ufficioelettorale.comuneanzio@pec.it,pec,,,,,0
c_a324,Comune di Anzola dell'Emilia,Anzola dell'Emilia,Giampiero,Veronesi,40011,BO,Emilia Romagna,http://www.comune.anzoladellemilia.bo.it,v. Grimandi 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80062710373,comune.anzoladellemilia@cert.provincia.bo.it,pec,,,,,,,,,,,,,0
c_a325,Comune di Anzola D'Ossola,Anzola d'Ossola,Alberto,Boggio,28877,VB,Piemonte,http://www.comune.anzoladossola.vb.it,"Via Megolo, 46",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00421660036,anzola@pec.it,pec,protocollo@comune.anzoladossola.vb.it,altro,,,,,,,,,,,0
c_a326,Comune di Aosta,Aosta,Fulvio,Centoz,11100,AO,Valle D'Aosta,http://www.comune.aosta.it,"Piazza Chanoux, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00120680079,protocollo@pec.comune.aosta.it,pec,,,,,,,,,http://www.facebook.com/pages/Comune-di-Aosta/136323453045568,https://twitter.com/ComunediAosta,http://www.youtube.com/user/UffComComuneAosta,,0
c_a327,Comune di Apecchio,Apecchio,Vittorio Alberto,Nicolucci,61042,PU,Marche,http://www.comune.apecchio.ps.it,"Largo Avis, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000010411,comune.apecchio@emarche.it,pec,comune.apecchio@provincia.ps.it,altro,,,,,,,,,,,0
c_a328,Comune di Apice,Apice,Ida Antonietta,Albanese,82021,BN,Campania,http://www.comune.apice.gov.it,"Piazza Della Ricostruzione, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004140622,protocollo@pec.comune.apice.bn.it,pec,info@comune.apice.bn.it,altro,sindaco@comune.apice.bn.it,altro,,,,,https://www.facebook.com/comuneapice,,,,0
c_a329,Comune di Apiro,Apiro,Ubaldo,Scuppa,62021,MC,Marche,http://www.apiro.sinp.net,"Piazza Baldini, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00311510432,comune.apiro.mc@legalmail.it,pec,comune@apiro.sinp.net,altro,,,,,,,,,,,0
c_a330,Comune di Apollosa,Apollosa,Marino,Corda,82030,BN,Campania,http://www.comune.apollosa.bn.it,Piazza Saponaro 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003630623,apollosa@pec.cstsannio.it,pec,protocollo@comune.apollosa.bn.it,altro,,,,,,,,,,,0
c_a332,Comune di Appiano Sulla Strada del Vino,Appiano sulla strada del vino,Wilfried,Trettl,39057,BZ,Trentino Alto Adige,http://www.appiano.eu,"Piazza Municipio,1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00264460213,eppan.appiano@legalmail.it,pec,info@appiano.eu,altro,,,,,,,,,,,0
c_a333,Comune di Appiano Gentile,Appiano Gentile,Giovanni Gaetano,Pagani,22070,CO,Lombardia,http://www.comune.appianogentile.co.it,"Via Baradello, 4",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00602480139,info@pec.comune.appianogentile.co.it,pec,servizidemografici@pec.comune.appianogentile.co.it,pec,fatture@pec.comune.appianogentile.co.it,pec,protocollo@comune.appianogentile.co.it,altro,polizialocale@comune.appianogentile.co.it,altro,https://it-it.facebook.com/pages/Comune-di-Appiano-Gentile/309844342372302,,,,0
c_a334,Comune di Appignano,Appignano,Mariano,Calamita,62010,MC,Marche,http://www.comune.appignano.mc.it,"Piazza Umberto I, 13",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80000110439,comune.appignano@emarche.it,pec,,,,,,,,,,,,,0
c_a335,Comune di Appignano del Tronto,Appignano del Tronto,Sara,Moreschini,63083,AP,Marche,http://www.comune.appignanodeltronto.ap.it,Via Roma 98,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00363500448,comuneappignanodeltronto@pec.it,pec,,,,,,,,,,,,,0
c_a337,Comune di Aprica,Aprica,Dario,Corvi,23031,SO,Lombardia,http://www.comune.aprica.so.it,"P.zza Mario Negri scultore, snc",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00110950144,protocollo.aprica@cert.provincia.so.it,pec,ragioneria@comune.aprica.so.it,altro,,,,,,,,,,,0
c_a339,Comune di Apricena,Apricena,Antonio,Potenza,71011,FG,Puglia,http://www.comune.apricena.fg.it,"Corso Generale Torelli, 59",Sindaco pro tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,84000350714,protocollo@pec-apricena.com,pec,iacubino.ragioneria@comune.apricena.fg.it,altro,segreteria@pec-apricena.com,pec,tributi@pec-apricena.com,pec,dirigente.ragioneria@comune.apricena.fg.it,altro,,,,,0
c_a340,Comune di Aprigliano,Aprigliano,Francesco,Certoma',87051,CS,Calabria,http://www.comuneaprigliano.it,Piazza D. Le Pera,Responsabile,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80006510780,segreteria@pec.comuneaprigliano.it,pec,,,,,,,,,,,,,3
c_a341,Comune di Aprilia,Aprilia,Gloria,Di Rini,4011,LT,Lazio,http://www.comune.aprilia.lt.it,"Piazza Roma, 1",Segretario Generale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80003450592,protocollogenerale@pec.comune.aprilia.lt.it,pec,,,,,,,,,,,,,0
c_a343,Comune di Aquara,Aquara,Paqsuale,Brenca,84020,SA,Campania,http://www.comune.aquara.sa.gov.it,"Via Garibaldi, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001370657,protocollo.amministrazione@pec.comune.aquara.sa.it,pec,info@comune.aquara.sa.it,altro,comunicazioni@pec.comune.aquara.sa.it,pec,,,,,,,,,0
c_A344,Comune di Aquila D'Arroscia,Aquila d'Arroscia,TULLIO,CHA,18020,IM,Liguria,http://www.aquilacomune.it,Piazza Santa Reparata 1,SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00246520084,aquila@pec.net,pec,comuneaquilaarroscia@libero.it,altro,,,,,,,,,,,0
c_a345,Comune di L'Aquila,L'Aquila,Pierluigi,Biondi,67100,AQ,Abruzzo,http://www.comune.laquila.it,Via F. Filomusi Guelfi,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80002270660,protocollo@comune.laquila.postecert.it,pec,fatture@comune.laquila.postecert.it,pec,ricostruzione.privata@comune.laquila.postecert.it,pec,politichesociali.cultura@comune.laquila.postecert.it,pec,,,https://www.facebook.com/pages/Comune-dellAquila/672467392786450?fref=ts,https://twitter.com/ComuneLAquila,http://www.youtube.com/user/webtvcomuneaq,,0
c_a346,Comune di Aquileia,Aquileia,Marcella,Bonanni,33051,UD,Friuli Venezia Giulia,http://www.comune.aquileia.ud.it,"Piazza Garibaldi, 7",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000890301,comune.aquileia@certgov.fvg.it,pec,protocollo@com-aquileia.regione.fvg.it,altro,,,,,,,,,,,0
c_a347,Comune di Aquilonia,Aquilonia,GIANCARLO,DE VITO,83041,AV,Campania,http://www.comune.aquilonia.av.it,"Piazza Marconi, 3",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001830643,protocollo.aquilonia@asmepec.it,pec,segreteria.aquilonia@asmepec.it,pec,,,,,,,,,,,0
c_a348,Comune di Aquino,Aquino,Massimiliano,Di Sotto,3031,FR,Lazio,http://www.comune.aquino.fr.it/home/,Piazza Municipio,Responsabile del Servizio Economico Finanziario,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001530609,protocollo.aquino@pec.it,pec,anagrafe.aquino@pec.it,pec,ragioneria.aquino@pec.it,pec,tecnico.aquino@pec.it,pec,polizialocale.aquino@pec.it,pec,,,,,1
c_a350,Comune di Aradeo,Aradeo,Luigi,ARCUTI,73040,LE,Puglia,http://www.comune.aradeo.le.it,"Via Aldo Moro, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80008030753,protocollo.comune.aradeo@pec.rupar.puglia.it,pec,segreteria@comune.aradeo.le.it,altro,,,,,,,,,,,1
c_a351,Comune di Aragona,Aragona,Calogero,Alongi,92021,AG,Sicilia,http://www.comune.aragona.ag.it,v. Roma 116,responsabile servizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80000360844,protocollo@pec.comune.aragona.ag.it,pec,,,,,,,,,,,,,0
c_a352,Comune di Aramengo,Aramengo,Daniele,Zaia,14020,AT,Piemonte,http://www.comune.aramengo.at.it,"Via Giuseppe Mazzini, 11",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80002990051,aramengo@cert.ruparpiemonte.it,pec,info@comune.aramengo.at.it,altro,,,,,,,,,,,0
c_a354,Comune di Arba,Arba,Antonio,Ferrarin,33090,PN,Friuli Venezia Giulia,http://www.comunearba.it,"Via Vittorio Emanuele, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000590935,comune.arba@certgov.fvg.it,pec,affari.generali@com-arba.regione.fvg.it,altro,,,,,,,,,,,0
c_a355,Comune di Tortoli,Tortoli',Giampaolo Massimo,Cannas,8048,OG,Sardegna,http://www.comuneditortoli.it,"Via Garibaldi, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00068560911,protocollo@pec.comuneditortoli.it,pec,protocollo@comuneditortoli.it,altro,,,,,,,,,,,0
c_a357,Comune di Arborea,Arborea,Manuela,Pintus,9092,OR,Sardegna,http://www.comune.arborea.or.it,"Viale Omodeo, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80004550952,protocollo@pec.comunearborea.it,pec,,,,,,,,,,,,,0
c_a358,Comune di Arborio,Arborio,Onorina,Tagliabue,13031,VC,Piemonte,http://www.comune.arborio.vc.it,Corso Umberto I N 75,Responsabile Servizi Demografici,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00374100022,arborio@cert.ruparpiemonte.it,pec,arborio@mclink.it,altro,arborio@ruparpiemonte.it,altro,,,,,,,,,0
c_a359,Comune di Arbus,Arbus,Antonio,Ecca,9031,VS,Sardegna,http://www.comunediarbus.gov.it,Via XX Settembre 25,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00458060928,protocollo.arbus@pec.comunas.it,pec,protocollo@comunediarbus.gov.it,altro,,,,,,,,,,,0
c_a360,Comune di Arcade,Arcade,Domenico,Presti,31030,TV,Veneto,http://www.comune.arcade.tv.it,"Via Roma, 45",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83004110264,protocollo.comune.arcade.tv@pecveneto.it,pec,,,,,,,,,https://www.facebook.com/ComunediArcade/,,,,0
c_a363,Comune di Arce,Arce,Roberto,Simonelli,3032,FR,Lazio,http://www.comunediarce.gov.it,"Via Milite Ignoto, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00313290603,protocollo.comune.arce@pec.it,pec,ufficio.tecnico@comune.arce.fr.it,altro,,,,,,,,,,,0
c_a365,Comune di Arcene,Arcene,Laura,Rizzi,24040,BG,Lombardia,http://www.comune.arcene.bg.it,"Piazza San Michele, 7",area affari generali,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00657640165,protocollo@pec.comune.arcene.bg.it,pec,info@comune.arcene.bg.it,altro,,,,,,,,,,,0
c_a366,Comune di Arcevia,Arcevia,Dario,Perticaroli,60011,AN,Marche,http://www.arceviaweb.eu,"Corso Mazzini, 67",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,00106720428,comune.arcevia@emarche.it,pec,ufficio.protocollo@arceviaweb.it,altro,,,,,,,https://www.facebook.com/arceviaweb,,https://www.youtube.com/user/arceviaweb,,0
c_a367,Comune di Archi,Archi,Mario Marco,Troilo,66044,CH,Abruzzo,http://www.comunediarchi.it,"Via Castello, 2",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81002460699,sindaco.comunediarchi@pec.net,pec,gennaro.farina@comunediarchi.it,altro,,,,,,,,,,,0
