ipa,license,other,word,cod_amm,des_amm,Comune,nome_resp,cogn_resp,Cap,Provincia,Regione,sito_istituzionale,Indirizzo,titolo_resp,tipologia_istat,tipologia_amm,acronimo,cf_validato,Cf,mail1,tipo_mail1,mail2,tipo_mail2,mail3,tipo_mail3,mail4,tipo_mail4,mail5,tipo_mail5,url_facebook,url_twitter,url_googleplus,url_youtube,liv_accessibili,slug,name,lat,lng
c_m390,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY),,c_m390,San Giovanni di Fassa-Sen Jan,Pozza di Fassa,Luigi,Chiocchetti,38036,TN,Trentino Alto Adige,http://www.comune.senjandifassa.tn.it,"Piaza De Comun, 1",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2485300228,protocollo@pec.comune.senjandifassa.tn.it,pec,,,,,,,,,,,,,0,pozza-di-fassa,Pozza di Fassa,46.4299,11.6919
c_h254,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_h254,Comune di Revo',Revo',Yvette,Maccani,38028,TN,Trentino Alto Adige,http://www.comune.revo.tn.it,"Piazza Della Madonna Pellegrina, 19",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83005510223,comune@pec.comune.revo.tn.it,pec,protocollo@comune.revo.tn.it,altro,,,,,,,,,,,0,revo,Revò,46.3928,11.0608
c_c727,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_c727,Comune di Cis,Cis,Fabio,Mengoni,38020,TN,Trentino Alto Adige,http://www.comune.cis.tn.it,"Piazza Centrale, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,291010221,comune@pec.comune.cis.tn.it,pec,comune@comune.cis.tn.it,altro,,,,,,,,,,,0,cis,Cis,46.3998,11.0045
c_f899,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_f899,Comune di Niscemi,Niscemi,Francesco,La Rosa,93015,CL,Sicilia,http://www.comune.niscemi.cl.it,"Piazza Vittorio Emanuele, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82002100855,ufficioprotocollo@comuneniscemipec.it,pec,segretariogenerale@comune.niscemi.cl.it,altro,segretariogenerale@comuneniscemipec.it,pec,ufficiogare@comuneniscemipec.it,pec,elettorale@comuneniscemipec.it,pec,,,,,0,niscemi,Niscemi,37.149,14.3865
c_c183,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_c183,Comune di Castel Condino,Castel Condino,Stefano,Bagozzi,38082,TN,Trentino Alto Adige,http://www.comune.castelcondino.tn.it,"Via Cesare Battisti, 12",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,86002610227,comune@castelcondino.legalmail.it,pec,comune@comune.castelcondino.tn.it,altro,elena.zocchi@comune.storo.tn.it,altro,roberto.bagozzi@comune.storo.tn.it,altro,lina.cimarolli@comune.storo.tn.it,altro,,,,,0,castel-condino,Castel Condino,45.9161,10.6026
c_m349,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m349,Comune di Altavalle,Altavalle,Matteo,Paolazzi,38030,TN,Trentino Alto Adige,http://www.comune.altavalle.tn.it,"Piazza Chiesa, 2",Legale Rappresentante,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401930223,comune@pec.comune.altavalle.tn.it,pec,ragioneria@comune.altavalle.tn.it,altro,paola.paolazzi@comune.altavalle.tn.it,altro,,,,,,,,,0,altavalle,Altavalle,46.18237,11.23846
c_e850,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_e850,Comune di Male',Male',Giorgio,Osele,38027,TN,Trentino Alto Adige,http://www.comune.male.tn.it,"Piazza Regina Elena, 17",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,378700223,comune@pec.comune.male.tn.it,pec,info@comunemale.it,altro,,,,,,,,,,,0,male,Malè,46.3525,10.9139
c_f704,http://creativecommons.org/licenses/by/2.5/it/,licenza Creative Commons - Attribuzione 2.5 Italia,,c_f704,Comune di Monza,Monza,Dario,Allevi,20900,MB,Lombardia,http://www.comune.monza.it,Piazza Trento E Trieste,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2030880153,monza@pec.comune.monza.it,pec,,,,,,,,,,,,,0,monza,Monza,45.583999999999996,9.273
c_d040,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_d040,Comune di Correzzola,Correzzola,Mauro,Fecchio,35020,PD,Veneto,http://www.comune.correzzola.pd.it,Via G. Garibaldi n. 41,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009410285,correzzola.pd@cert.ip-veneto.net,pec,info@comune.correzzola.pd.it,altro,,,,,,,,,,,2,correzzola,Correzzola,45.2363,12.0688
c_1k21,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_1k21,Comune di Caderzone Terme,Caderzone Terme,Marcello,Mosca,38080,TN,Trentino Alto Adige,http://www.comune.caderzoneterme.tn.it,Via Regina Elena 45,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,293350229,comune@pec.caderzone.net,pec,comune@caderzone.net,altro,anagrafe@pec.caderzone.net,pec,contabilita@pec.caderzone.net,pec,,,,,,,0,caderzone-terme,Caderzone Terme,46.129959,10.75858
c_m365,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m365,Comune di Pieve di Bono-prezzo,Pieve di Bono-Prezzo,Attilio,Maestri,38085,TN,Trentino Alto Adige,http://www.comune.pievedibono-prezzo.tn.it,"Via Roma, 34",Legale Rappresentante,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401730227,comune@pec.comune.pievedibono-prezzo.tn.it,pec,,,,,,,,,https://it-it.facebook.com/ComunePievediBonoPrezzo/,,,,0,pieve-di-bono-prezzo,Pieve di Bono,45.9429,10.6409
c_a346,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_a346,Comune di Aquileia,Aquileia,Marcella,Bonanni,33051,UD,Friuli Venezia Giulia,http://www.comune.aquileia.ud.it,"Piazza Garibaldi, 7",Segretario Comunale,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81000890301,comune.aquileia@certgov.fvg.it,pec,protocollo@com-aquileia.regione.fvg.it,altro,,,,,,,,,,,0,aquileia,Aquileia,45.7683,13.3646
c_i799,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_i799,Comune di Solesino,Solesino,Elvy,Bentani,35047,PD,Veneto,http://www.comunesolesino.it,"Via XXVIII Aprile, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82005010283,solesino.pd@cert.ip-veneto.net,pec,pizzardo@comunesolesino.it,altro,,,,,,,,,,,0,solesino,Solesino,45.1787,11.7438
c_d231,http://creativecommons.org/licenses/by/3.0/it/legalcode,http://creativecommons.org/licenses/by/3.0/it/legalcode,,c_d231,Comune di Cusano Milanino,Cusano Milanino,Lorenzo,Gaiani,20095,MI,Lombardia,http://www.comune.cusano-milanino.mi.it,"Piazza Martiri Di Tienanmen, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83005680158,comune.cusano-milanino@pec.regione.lombardia.it,pec,,,,,,,,,,,,,0,cusano-milanino,Cusano Milanino,45.5507,9.1814
c_a475,http://creativecommons.org/licenses/by/2.5/deed.it,Licenza Creative Commons,,c_a475,Comune di Assisi,Assisi,Stefania,Proietti,6081,PG,Umbria,http://www.comune.assisi.pg.it,"Piazza Del Comune, 10 -",SINDACO,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,313820540,comune.assisi@postacert.umbria.it,pec,protocollo@comune.assisi.pg.it,altro,,,,,,,,,,,0,assisi,Assisi,43.0702,12.6175
c_bf0o,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY),,c_bf0o,Comune di Roncegno Terme,Roncegno Terme,Mirko,Montibeller,38050,TN,Trentino Alto Adige,http://www.comune.roncegnoterme.tn.it,Piazza Achille De Giovanni 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,296510225,comune@pec.comune.roncegnoterme.tn.it,pec,ragioneria@comune.roncegnoterme.tn.it,altro,,,,,,,,,,,1,roncegno-terme,Roncegno Terme,46.050011,11.40895
c_h896,http://creativecommons.org/licenses/by/3.0/it/legalcode,http://creativecommons.org/licenses/by/3.0/it/legalcode,,c_h896,Comune di San Giorgio di Piano,San Giorgio di Piano,Paolo,Crescimbeni,40016,BO,Emilia Romagna,http://www.comune.san-giorgio-di-piano.bo.it,"Via Della Liberta', 35",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1025510379,comune.san-giorgio-di-piano@cert.provincia.bo.it,pec,,,,,,,,,,,,,0,san-giorgio-di-piano,San Giorgio di Piano,44.6481,11.3769
c_m303,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m303,Comune di Ronzo Chienis,Ronzo-Chienis,Piera ,Benedetti,38060,TN,Trentino Alto Adige,http://www.comune.ronzo-chienis.tn.it,"Via Teatro, 13/B",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,342900222,comune@pec.comune.ronzo-chienis.tn.it,pec,,,,,,,,,,,,,0,ronzo-chienis,Ronzo-Chienis,45.8906,10.9513
c_l050,http://creativecommons.org/licenses/by/3.0/it/legalcode,Licenza Creative Commons CC BY 3.0 IT,,c_l050,Comune di Tarcento,Tarcento,Mauro,Steccati,33017,UD,Friuli Venezia Giulia,http://www.comune.tarcento.ud.it,"Piazza Roma, 7",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,408250306,comune.tarcento@certgov.fvg.it,pec,tributi@com-tarcento.regione.fvg.it,altro,,,,,,,,,,,0,tarcento,Tarcento,46.2153,13.215
c_h639,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_h639,Comune di Rumo,Rumo,Michela,Noletti,38020,TN,Trentino Alto Adige,http://www.comune.rumo.tn.it,Via Marcena 21,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83003060221,comune@pec.comune.rumo.tn.it,pec,rumo@comune.rumo.tn.it,altro,,,,,,,,,,,0,rumo,Rumo,46.4419,11.0186
c_g173,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY),,c_g173,Comune di Ossana,Ossana,Luciano,Dell' Eva,38026,TN,Trentino Alto Adige,http://www.comune.ossana.tn.it,"Via Venezia, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,159240225,comune@pec.comune.ossana.tn.it,pec,segretario@comune.ossana.tn.it,altro,,,,,,,,,,,0,ossana,Ossana,46.3075,10.7388
c_c393,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY),,c_c393,Comune di Cavedine,Cavedine,Maria,Ceschini,38073,TN,Trentino Alto Adige,http://www.comune.cavedine.tn.it,"Via XXV Aprile, 26",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,274540228,comune@pec.comune.cavedine.tn.it,pec,,,,,,,,,,,,,0,cavedine,Cavedine,45.9963,10.9747
c_a438,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_a438,Comune di Arre,Arre,Alberto,Sturaro,35020,PD,Veneto,http://www.comune.arre.pd.it,"Via Roma, 94",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80008810287,arre.pd@legalmailpa.it,pec,,,,,,,,,,,,,0,arre,Arre,45.2191,11.9253
c_f168,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f168,Comune di Mezzana,Mezzana,Giacomo,Redolfi,38020,TN,Trentino Alto Adige,http://www.comune.mezzana.tn.it,"Via Quattro Novembre, 75",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,252040225,comune@pec.comune.mezzana.tn.it,pec,,,,,,,,,,,,,0,mezzana,Mezzana,46.3177,10.8013
c_f187,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f187,Comune di Mezzolombardo,Mezzolombardo,Girardi,Christian,38017,TN,Trentino Alto Adige,http://www.comune.mezzolombardo.tn.it,"Corso Del Popolo, 17",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80014070223,comune.mezzolombardo@cmail.autenticazione.it,pec,info@comune.mezzolombardo.tn.it,altro,,,,,,,,,,,0,mezzolombardo,Mezzolombardo,46.21,11.0978
c_f955,http://creativecommons.org/licenses/by-sa/3.0/it/,,,c_f955,Comune di Novate Milanese,Novate Milanese,Lorenzo,Guzzeloni,20026,MI,Lombardia,http://www.comune.novate-milanese.mi.it,Via Vittorio Veneto 18,Dottore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2032910156,comune.novatemilanese@legalmail.it,pec,,,,,,,,,,,,,0,novate-milanese,Novate Milanese,45.5318,9.1408
c_b783,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_b783,Comune di Carisolo,Carisolo,Arturo,Povinelli,38080,TN,Trentino Alto Adige,http://www.comune.carisolo.tn.it,"via Campiglio, 9",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,288090228,comune@pec.comune.carisolo.tn.it,pec,,,,,,,,,,,,,0,carisolo,Carisolo,46.1699,10.76
c_l322,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l322,Comune di Trambileno,Trambileno,Franco,Vigagni,38068,TN,Trentino Alto Adige,http://www.comune.trambileno.tn.it,"Frazione Moscheri, 8",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,270830227,posta@pec.comune.trambileno.tn.it,pec,,,,,,,,,,,,,0,trambileno,Trambileno,45.8699,11.0746
c_g305,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_g305,Comune di Panchia',Panchia',Giuseppe,Zorzi,38030,TN,Trentino Alto Adige,http://www.comune.panchia.tn.it,"Piazza Chiesa, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82000870228,comune@pec.comune.panchia.tn.it,pec,c.panchia@comuni.infotn.it,altro,,,,,,,,,,,0,panchia,Panchià,46.2867,11.5436
c_b404,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_b404,Comune di Caldonazzo,Caldonazzo,Giorgio,Schmidt,38052,TN,Trentino Alto Adige,http://comune.caldonazzo.tn.it,Piazza Municipio 1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,81001190222,comune.caldonazzo@legalmail.it,pec,,,,,,,,,,,,,0,caldonazzo,Caldonazzo,45.9959,11.2658
c_d246,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_d246,Comune di Dambel,Dambel,Carlo,Polastri,38010,TN,Trentino Alto Adige,http://comune.dambel.tn.it,"Via G. Garibaldi, 33",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,83005270224,comune@pec.comune.dambel.tn.it,pec,comune@comune.dambel.tn.it,altro,anagrafe@comune.dambel.tn.it,altro,segreteria@comune.dambel.tn.it,altro,,,,,,,0,dambel,Dambel,46.4052,11.0939
c_i531,https://creativecommons.org/licenses/by/4.0/deed.it,Creative Commons Attribuzione 4.0 Internazionale,,c_i531,Comune di Schio,Schio,Valter,Orsi,36015,VI,Veneto,http://www.comune.schio.vi.it,"Via Pasini, 33",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,402150247,schio.vi@cert.ip-veneto.net,pec,info@comune.schio.vi.it,altro,,,,,,,https://www.facebook.com/urpschio,https://twitter.com/comunedischio,https://www.youtube.com/schiotube,,3,schio,Schio,45.7135,11.3584
c_h634,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_h634,Comune di Ruffre',Ruffre'-Mendola,Donato,Seppi,38010,TN,Trentino Alto Adige,http://www.comune.ruffre.tn.it,"Maso Lana, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,340240225,comune@pec.comune.ruffremendola.tn.it,pec,comune@ruffremendola.it,altro,,,,,,,,,,,0,ruffre-mendola,Ruffrè-Mendola,46.050011,11.40895
c_h622,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_h622,Comune di Rovolon,Rovolon,Maria Elena,Sinigaglia,35030,PD,Veneto,http://www.comune.rovolon.pd.it,"Piazza Marconi, 1",Sindaco pro tempore,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009910284,rovolon.pd@cert.ip-veneto.net,pec,info@comune.rovolon.pd.it,altro,,,,,,,,,,,0,rovolon,Rovolon,45.3654,11.6623
c_d656,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_d656,Comune di Follonica,Follonica,Andrea,Benini,58022,GR,Toscana,http://www.comune.follonica.gr.it,"Largo Felice Cavallotti, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80490535,follonica@postacert.toscana.it,pec,protocollo@comune.follonica.gr.it,altro,,,,,,,https://www.facebook.com/comunefollonica/,https://twitter.com/comunefollonica,http://www.youtube.com/user/comunedifollonica,,2,follonica,Follonica,42.9189,10.7614
c_e801,http://creativecommons.org/licenses/by/3.0/it/deed.it,licenza creative commons CC BY 3.0 IT,,c_e801,Comune di Magenta,Magenta,Chiara,Calati,20013,MI,Lombardia,http://www.comunedimagenta.it,"Piazza Formenti, 3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,1082490150,egov.magenta@cert.poliscomuneamico.net,pec,,,,,,,,,,,,,0,magenta,Magenta,45.4682,8.881
c_m314,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m314,Comune di Comano Terme,Comano Terme,Fabio,Zambotti,38077,TN,Trentino Alto Adige,http://www.comune.comanoterme.tn.it,"Via Giovanni Prati, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2146620220,segreteria@pec.comune.comanoterme.tn.it,pec,,,,,,,,,,,,,0,comano-terme,Comano Terme,46.0342,10.8707
c_b848,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_b848,Comune di Cartura,Cartura,Pasqualina,Franzolin,35025,PD,Veneto,http://www.comune.cartura.pd.it,"Piazza De Gasperi, 2/3",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80009210289,protocollo@cert.comune.cartura.pd.it,pec,protocollo@comune.cartura.pd.it,altro,,,,,,,,,,,0,cartura,Cartura,45.2694,11.8578
c_g963,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_g963,Comune di Pozzonovo,Pozzonovo,Arianna,Lazzarini,35020,PD,Veneto,http://www.comune.pozzonovo.pd.it/,Via Roma N. 29,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,651940280,protocollo@pec.comune.pozzonovo.pd.it,pec,segreteria@comune.pozzonovo.pd.it,altro,,,,,,,,,,,0,pozzonovo,Pozzonovo,45.1974,11.7928
c_l769,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l769,Comune di Vermiglio,Vermiglio,Anna,Panizza,38029,TN,Trentino Alto Adige,http://www.comune.vermiglio.tn.it,Piazza Giovanni XXIII N.1,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,343510228,comunevermiglio@pec.it,pec,comune@comune.vermiglio.tn.it,altro,,,,,,,,,,,0,vermiglio,Vermiglio,46.2985,10.6928
c_a730,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_a730,Comune di Bedollo,Bedollo,Francesco,Fantini,38043,TN,Trentino Alto Adige,http://www.comunebedollo.it,"Via G.Verdi, 35",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80005890225,comune@pec.comune.bedollo.tn.it,pec,,,,,,,,,,,,,0,bedollo,Bedollo,46.1701,11.3017
c_m355,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m355,Comune di Cembra Lisignago,Cembra Lisignago,Damiano,Zanotelli,38034,TN,Trentino Alto Adige,http://www.comune.cembralisignago.tn.it,"Piazza G. Marconi, 7",Legale Rappresentante - Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401950221,comune@pec.comune.cembralisignago.tn.it,pec,protocollo@comune.cembralisignago.tn.it,altro,,,,,,,,,,,0,cembra-lisignago,Lisignago,46.1616,11.1888
c_a458,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_a458,Comune di Arzergrande,Arzergrande,Filippo,Lazzarin,35020,PD,Veneto,http://www.comune.arzergrande.pd.it,"Via Roma, 104",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80008830285,arzergrande@postemailcertificata.it,pec,arzergrande.pd@cert.ip-veneto.net,pec,,,,,,,,,,,0,arzergrande,Arzergrande,45.2738,12.0528
c_c388,https://creativecommons.org/licenses/by/4.0/,Licenza CC-BY 4.0,,c_c388,Comune di Jesolo,Jesolo,Valerio,Zoggia,30016,VE,Veneto,http://www.comune.jesolo.ve.it,"v. S. Antonio, 11",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,608720272,comune.jesolo@legalmail.it,pec,comunicazione@comune.jesolo.ve.it,altro,,,,,,,,,,,0,jesolo,Jesolo,45.5354,12.645
c_l211,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l211,Comune di Torcegno,Torcegno,Ornella,Campestrini,38050,TN,Trentino Alto Adige,http://www.comune.torcegno.tn.it,"Piazza Maggiore, 5",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,291650224,comune@pec.comune.torcegno.tn.it,pec,,,,,,,,,,,,,0,torcegno,Torcegno,46.0753,11.450999999999999
c_l483,https://creativecommons.org/licenses/by/4.0/deed.it,http://creativecommons.org/licenses/by/4.0/deed.it,,c_l483,Comune di Udine,Udine,Pietro,Fontanini,33100,UD,Friuli Venezia Giulia,http://www.comune.udine.gov.it,"Via Lionello, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,168650307,protocollo@pec.comune.udine.it,pec,,,,,,,,,,,,,0,udine,Udine,46.0649,13.2307
c_f808,http://creativecommons.org/licenses/by/3.0/it/,Licenza Creative Commons,,c_f808,Comune di Muravera,Muravera,Marco Sebastiano,Falchi,9043,CA,Sardegna,http://comune.muravera.ca.it,"Via Europa, 1",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80000630923,protocollocomunemuravera@legalmail.it,pec,info@comune.muravera.ca.it,altro,ragioneria@comune.muravera.ca.it,altro,anagrafe@comunemuravera.it,pec,,,,,,,0,muravera,Muravera,39.4202,9.5744
c_h683,http://creativecommons.org/licenses/by/3.0/it/legalcode,http://creativecommons.org/licenses/by/3.0/it/legalcode,,c_h683,Comune di Sala Consilina,Sala Consilina,Francesco,Cavallone,84036,SA,Campania,http://www.comunesalaconsilina.it,"Via Giuseppe Mezzacapo, 44",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,502010655,protocollo.salaconsilina@asmepec.it,pec,,,,,,,,,,,,,0,sala-consilina,Sala Consilina,40.3948,15.5923
c_a158,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_a158,Comune di Albiano,Albiano,ERNA,PISETTA,38041,TN,Trentino Alto Adige,http://www.comune.albiano.tn.it,Via S.Antonio N.30,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,271100224,certificata@pec.comune.albiano.tn.it,pec,ragioneria@comune.albiano.tn.it,altro,affarigenerali.gestioneassociata@comune.segonzano.tn.it,altro,,,,,,,,,0,albiano,Albiano,46.146,11.1945
c_b723,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_b723,Comune di Carano,Carano,Andrea,Varesco,38033,TN,Trentino Alto Adige,http://www.comune.carano.tn.it,"Via Giovanelli A., 38",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,148580228,comune@pec.comune.carano.tn.it,pec,info@comune.carano.tn.it,altro,,,,,,,,,,,0,carano,Carano,46.2925,11.440999999999999
c_l678,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_l678,Comune di Varena,Varena,Paride,Gianmoena,38030,TN,Trentino Alto Adige,http://www.comune.varena.tn.it,"Via Mercato, 16",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,149160228,comunedivarena@registerpec.it,pec,ragioneria@comune.varena.tn.it,altro,,,,,,,,,,,0,varena,Varena,46.3077,11.4594
c_m356,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_m356,Comune di Conta,Conta',Fulvio,Zanon,38010,TN,Trentino Alto Adige,http://www.comune.conta.tn.it,"Via Roma, 21",Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,2401910225,comune@pec.comune.conta.tn.it,pec,info@comune.conta.tn.it,altro,,,,,,,,,,,0,conta,Conta,46.31096,11.02424
c_f263,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_f263,Comune di Moena,Moena,Edoardo,Felicetti,38035,TN,Trentino Alto Adige,http://www.comune.moena.tn.it,Piazza De Sotegrava N. 20,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,152150223,moena@legalmail.it,pec,segreteria@comune.moena.tn.it,altro,ragioneria@comune.moena.tn.it,altro,lavoripubblici@comune.moena.tn.it,altro,,,,,,,0,moena,Moena,46.3783,11.6634
c_a637,http://creativecommons.org/licenses/by-sa/2.5/it/,,,c_a637,Comune di Barbona,Barbona,Merlo,Annalisa,35040,PD,Veneto,http://www.comunebarbona.pd.it,Via Roma 1,Responsabile del servizio,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,82001970282,comune.barbona.pd@pecveneto.it,pec,,,,,,,,,,,,,0,barbona,Barbona,45.1034,11.7031
c_e048,http://creativecommons.org/licenses/by/2.5/it/,Creative Commons (CCBY) (apre il link in una nuova finestra),,c_e048,Comune di Giovo,Giovo,Vittorio,Stonfer,38030,TN,Trentino Alto Adige,http://www.comune.giovo.tn.it,Via S. Antonio 4,Sindaco,Comuni e loro Consorzi e Associazioni,Pubbliche Amministrazioni,,S,80007710223,comune@pec.comune.giovo.tn.it,pec,protocollo@comune.giovo.tn.it,altro,,,,,,,,,,,0,giovo,Giovo,46.1568,11.1531
